designation,Payment_Type,level,City,State,Company_Name
Painter,Daily,expert,Bengaluru,Karnataka,Borra-Chawla
Painter,Daily,expert,Mumbai,Maharashtra,"Randhawa, Agate and Suri"
Painter,Daily,beginner,Mumbai,Maharashtra,Kale-Ganesh
Painter,Daily,expert,Bangalore Urban,Karnataka,Seshadri Inc
Painter,Daily,expert,Dehradun,Uttarakhand,Doshi-Singh
Painter,Daily,beginner,Mumbai,Maharashtra,Gaba-Agrawal
Painter,Daily,beginner,Mumbai,Maharashtra,Gola PLC
Painter,Daily,expert,Bengaluru,Karnataka,Ranganathan Group
Painter,Daily,expert,Hyderabad,Telangana,Chander Group
Painter,Daily,expert,Bengaluru,Karnataka,Datta LLC
Painter,Daily,expert,Bengaluru,Karnataka,Wable-Guha
Painter,Daily,expert,Bengaluru,Karnataka,Soni-Kurian
Painter,Daily,expert,Hyderabad,Telangana,"Mani, Bhatnagar and Wable"
Brick Layer,Daily,expert,Noida,Uttar Pradesh,"Chana, Badami and Wali"
Painter,Daily,beginner,Pune,Maharashtra,"Arora, Singh and Sekhon"
Painter,Daily,beginner,Bengaluru,Karnataka,Khosla and Sons
Painter,Daily,expert,Noida,Uttar Pradesh,"Gara, Raval and Lad"
Painter,Daily,beginner,Pune,Maharashtra,"Keer, Hari and Goda"
Brick Layer,Daily,beginner,Gurugram,Haryana,Dugar LLC
Painter,Daily,beginner,Bengaluru,Karnataka,Deo-Agrawal
Painter,Daily,expert,Noida,Uttar Pradesh,Divan Ltd
Painter,Daily,beginner,Bengaluru,Karnataka,Baral and Sons
Painter,Bi-Weekly,beginner,Bengaluru,Karnataka,"Hayre, Khanna and Kara"
Painter,Daily,expert,Noida,Uttar Pradesh,Jhaveri-Balay
Painter,Daily,expert,Hyderabad,Telangana,Malhotra-Vig
Brick Layer,Daily,beginner,Ahmedabad,Gujarat,"Karan, Chanda and Sabharwal"
Painter,Daily,expert,Jaipur,Rajasthan,Sama-Sabharwal
Painter,Daily,expert,Bengaluru,Karnataka,"Sami, Yogi and Setty"
Painter,Daily,beginner,Chennai,Tamil Nadu,Bhagat-Seth
Painter,Daily,expert,Hyderabad,Telangana,"Khare, Hegde and Wadhwa"
Painter,Daily,beginner,Bengaluru,Karnataka,Gandhi-Dash
Painter,Daily,expert,New Delhi,Delhi,Borde-Hegde
Painter,Daily,expert,Mumbai,Maharashtra,"Deo, Bajaj and Bhandari"
Painter,Daily,expert,Hyderabad,Telangana,"Seshadri, Mander and Mahajan"
Brick Layer,Daily,novice,Bangalore Urban,Karnataka,Borra Ltd
Painter,Daily,beginner,Bengaluru,Karnataka,Butala and Sons
Painter,Daily,beginner,Pune,Maharashtra,Badal PLC
Painter,Daily,beginner,Ahmedabad,Gujarat,Sani-Sant
Painter,Daily,expert,Greater Bengaluru Area,Karnataka,"Issac, Sunder and Arya"
Painter,Daily,beginner,Bengaluru,Karnataka,"Upadhyay, Bhasin and Goel"
Painter,Daily,beginner,Kolkata,West Bengal,"Sastry, Dani and Amble"
Painter,Daily,expert,Mumbai,Maharashtra,Din-Borde
Painter,Daily,expert,Bengaluru,Karnataka,"Chaudry, Kashyap and Krishna"
Painter,Monthly,beginner,Bengaluru,Karnataka,"Sharma, Dar and Bala"
Painter,Daily,expert,Greater Bengaluru Area,Karnataka,Ratta PLC
Painter,Bi-Weekly,expert,Bengaluru,Karnataka,Vasa LLC
Brick Layer,Daily,novice,Chennai,Tamil Nadu,Korpal-Kala
Painter,Bi-Weekly,beginner,Bangalore Urban,Karnataka,Dalal-Rajan
Painter,Daily,beginner,Hyderabad,Telangana,Bassi-Master
Brick Layer,Daily,beginner,Chennai,Tamil Nadu,Kibe-Bhakta
Painter,Daily,expert,Hyderabad,Telangana,"Sen, Deol and Bhakta"
Painter,Daily,expert,Hyderabad,Telangana,Rege Ltd
Painter,Daily,beginner,Delhi,Delhi,"Thaman, Kumer and Joshi"
Painter,Daily,expert,Bangalore Urban,Karnataka,Raval-Taneja
Painter,Daily,expert,Hyderabad,Telangana,Konda-Lad
Brick Layer,Daily,beginner,Lucknow,Uttar Pradesh,"Wadhwa, Kamdar and Bera"
Painter,Daily,novice,Delhi,Delhi,Bath-Chaudry
Painter,Daily,novice,Hyderabad,Telangana,Varma-Tailor
Brick Layer,Daily,expert,Gurugram,Haryana,"Dewan, Gokhale and Keer"
Painter,Daily,expert,Greater Hyderabad Area,Telangana,"Gandhi, Wadhwa and Goda"
Painter,Daily,expert,Nagpur,Maharashtra,Ram Group
Painter,Daily,expert,Hyderabad,Telangana,Bajaj Group
Painter,Daily,beginner,Bengaluru,Karnataka,"Grewal, Bumb and Barad"
Painter,Daily,beginner,Bengaluru,Karnataka,"Kar, Tata and Gour"
Painter,Daily,beginner,Greater Bengaluru Area,Karnataka,"Kanda, Krishnamurthy and Ramakrishnan"
Painter,Daily,expert,Bengaluru,Karnataka,Walla-Vora
Painter,Daily,beginner,Pune,Maharashtra,"Shanker, Ganesan and Saraf"
Painter,Daily,beginner,Pune,Maharashtra,"Gour, Thakkar and Khatri"
Brick Layer,Daily,beginner,Bengaluru,Karnataka,Amble and Sons
Painter,Daily,expert,Pune,Maharashtra,Sundaram and Sons
Painter,Daily,expert,Hyderabad,Telangana,"Datta, Johal and Madan"
Painter,Daily,expert,Hyderabad,Telangana,"Bhagat, Ahuja and Chandran"
Painter,Daily,beginner,Bengaluru,Karnataka,Manda LLC
Painter,Daily,beginner,Bengaluru,Karnataka,Lal Inc
Painter,Daily,expert,Kolkata,West Bengal,"Apte, Aggarwal and Gandhi"
Painter,Daily,expert,Hyderabad,Telangana,Wali LLC
Painter,Daily,beginner,Chennai,Tamil Nadu,"Korpal, Walia and Tata"
Painter,Daily,beginner,Chennai,Tamil Nadu,Sarin-Goyal
Painter,Daily,beginner,Indore,Madhya Pradesh,Basak-Kapur
Painter,Daily,expert,Lucknow,Uttar Pradesh,Bhargava Inc
Painter,Daily,beginner,Mumbai,Maharashtra,Khalsa PLC
Painter,Daily,novice,Chennai,Tamil Nadu,Chada Ltd
Painter,Daily,beginner,Pune,Maharashtra,Kara-Setty
Painter,Daily,beginner,Bengaluru,Karnataka,Dhingra PLC
Painter,Bi-Weekly,beginner,Pune/Pimpri-Chinchwad Area,Maharashtra,Krishnamurthy LLC
Brick Layer,Daily,beginner,Ahmedabad,Gujarat,Bala and Sons
Painter,Daily,beginner,Chennai,Tamil Nadu,"Chatterjee, Keer and Basu"
Painter,Daily,expert,Hyderabad,Telangana,Anand-Shukla
Painter,Daily,expert,Hyderabad,Telangana,Batra-Goyal
Brick Layer,Daily,expert,Delhi,Delhi,"Chada, Ratti and Wagle"
Brick Layer,Daily,beginner,Chennai,Tamil Nadu,Kale LLC
Brick Layer,Daily,beginner,Noida,Uttar Pradesh,"Randhawa, Apte and Comar"
Brick Layer,Daily,beginner,Gurugram,Haryana,Bhatnagar Inc
Brick Layer,Daily,novice,Greater Bengaluru Area,Karnataka,Sahni Inc
Brick Layer,Daily,beginner,Guindy,Tamil Nadu,"Ghosh, Rege and Kannan"
Brick Layer,Daily,beginner,Bengaluru,Karnataka,Zachariah-Hegde
Brick Layer,Daily,expert,Bengaluru,Karnataka,Korpal-Basu
Brick Layer,Daily,beginner,Ahmedabad,Gujarat,Goel Inc
Brick Layer,Daily,beginner,Pune,Maharashtra,"Randhawa, Dora and Sarna"
Brick Layer,Daily,expert,Bengaluru,Karnataka,Rana-Behl
Brick Layer,Daily,beginner,Mumbai,Maharashtra,Rastogi Ltd
Brick Layer,Daily,beginner,Mumbai,Maharashtra,Shere-Bawa
Painter,Daily,beginner,Greater Bengaluru Area,Karnataka,"Chand, Bansal and Halder"
Brick Layer,Daily,beginner,Vapi,Gujarat,Saraf-Bassi
Brick Layer,Daily,expert,Noida,Uttar Pradesh,Kata-Savant
Brick Layer,Daily,expert,Bengaluru,Karnataka,"Upadhyay, Bora and Kakar"
Brick Layer,Daily,beginner,Hyderabad,Telangana,Kaul and Sons
Painter,Daily,beginner,Bengaluru,Karnataka,Ravel-Ratti
Brick Layer,Daily,expert,Kolkata,West Bengal,Bhasin-Wagle
Painter,Daily,expert,Bengaluru,Karnataka,Kala-Sunder
Painter,Daily,expert,Hyderabad,Telangana,"Gara, Sarkar and Borah"
Brick Layer,Daily,beginner,Mumbai,Maharashtra,Setty-Cheema
Brick Layer,Daily,expert,Gurugram,Haryana,Chana-Chada
Painter,Daily,beginner,Chennai,Tamil Nadu,Sengupta PLC
Painter,Daily,expert,Bengaluru,Karnataka,Rajagopalan PLC
Brick Layer,Daily,beginner,Hyderabad,Telangana,Kunda Ltd
Painter,Daily,beginner,Ahmedabad,Gujarat,"Randhawa, Dave and Bajwa"
Painter,Bi-Weekly,expert,Bengaluru,Karnataka,Varma Ltd
Painter,Daily,expert,Sahibzada Ajit Singh Nagar,Punjab,Sharma-Bhasin
Painter,Daily,novice,Mumbai,Maharashtra,"Bhargava, Ravi and Kapur"
Labourer,Daily,beginner,Mumbai,Maharashtra,Char-Mahal
Painter,Daily,beginner,Bengaluru,Karnataka,Bora PLC
Brick Layer,Daily,beginner,Hyderabad,Telangana,Bhattacharyya-Dugar
Brick Layer,Daily,expert,Bangalore Urban,Karnataka,"Lala, Varty and Dara"
Labourer,Daily,novice,Bengaluru,Karnataka,Kulkarni-Majumdar
Labourer,Daily,expert,Mumbai,Maharashtra,Subramaniam-Sharaf
Labourer,Daily,expert,Mumbai,Maharashtra,Shroff PLC
Brick Layer,Daily,novice,Bengaluru,Karnataka,Mani-Sabharwal
Brick Layer,Daily,expert,Bengaluru,Karnataka,"Banik, Gopal and Raja"
Brick Layer,Daily,novice,Hyderabad,Telangana,Solanki Inc
Brick Layer,Daily,expert,Bengaluru,Karnataka,"Mann, Dar and Upadhyay"
Painter,Daily,beginner,Bengaluru,Karnataka,Jha-Vasa
Brick Layer,Monthly,expert,Bengaluru,Karnataka,"Maharaj, Gera and Chaudhry"
Brick Layer,Daily,expert,Pune,Maharashtra,Koshy Group
Brick Layer,Daily,expert,Chennai,Tamil Nadu,"Gulati, Deo and Chatterjee"
Labourer,Daily,expert,Kolkata,West Bengal,Gokhale Ltd
Brick Layer,Daily,novice,Hyderabad,Telangana,"Chana, Toor and Ramesh"
Painter,Daily,expert,Pune,Maharashtra,Choudhury and Sons
Painter,Bi-Weekly,novice,Bengaluru,Karnataka,Ramesh Inc
Brick Layer,Daily,beginner,Bengaluru,Karnataka,Aggarwal Group
Painter,Daily,expert,Bengaluru,Karnataka,Kala Group
Painter,Daily,expert,Bengaluru,Karnataka,Basu-Grover
Brick Layer,Daily,expert,Greater Bengaluru Area,Karnataka,Wable Inc
Labourer,Daily,expert,Mumbai,Maharashtra,Rattan-Swaminathan
Painter,Bi-Weekly,novice,Chennai,Tamil Nadu,Ganesh-Bahl
Painter,Daily,novice,Chennai,Tamil Nadu,Hans-Basu
Labourer,Daily,novice,Hyderabad,Telangana,"Chana, Manda and Kanda"
Brick Layer,Daily,expert,Chennai,Tamil Nadu,Chopra LLC
Painter,Daily,beginner,Bengaluru,Karnataka,Brar Group
Painter,Daily,expert,Chennai,Tamil Nadu,Chakrabarti-Bhatti
Brick Layer,Daily,expert,Bengaluru,Karnataka,Dara-Kalita
Painter,Bi-Weekly,expert,Bengaluru,Karnataka,Warrior-Dayal
Brick Layer,Daily,expert,Bengaluru,Karnataka,Wali Ltd
Brick Layer,Daily,beginner,Hyderabad,Telangana,Sibal-Dugar
Painter,Daily,novice,Bengaluru,Karnataka,Krishnamurthy Group
Painter,Daily,novice,Gurugram,Haryana,Reddy PLC
Brick Layer,Daily,expert,Bengaluru,Karnataka,Comar-Varghese
Painter,Daily,novice,Bengaluru,Karnataka,"Jhaveri, Bhandari and Toor"
Brick Layer,Daily,expert,Mumbai,Maharashtra,Tata-Kanda
Painter,Daily,novice,Chennai,Tamil Nadu,"Grover, Hari and Randhawa"
Painter,Daily,novice,Chennai,Tamil Nadu,Brahmbhatt-Thakur
Painter,Daily,novice,Ahmedabad,Gujarat,Doctor Group
Labourer,Daily,expert,Hyderabad,Telangana,Dave Inc
Brick Layer,Daily,expert,Bengaluru,Karnataka,"Thakkar, Sant and Bhasin"
Painter,Daily,expert,Pune,Maharashtra,Jani Group
Brick Layer,Daily,expert,Bengaluru,Karnataka,"Venkatesh, Dhaliwal and Sahota"
Brick Layer,Daily,novice,Chennai,Tamil Nadu,"Das, Amble and Sani"
Brick Layer,Daily,novice,Bengaluru,Karnataka,Korpal LLC
Labourer,Daily,expert,Mumbai,Maharashtra,Chada and Sons
Brick Layer,Daily,novice,Bengaluru,Karnataka,Goyal LLC
Brick Layer,Daily,expert,Bengaluru,Karnataka,Manne Ltd
Painter,Daily,novice,Hyderabad,Telangana,Johal-Bail
Painter,Daily,novice,Bengaluru,Karnataka,"Luthra, Banerjee and Sura"
Painter,Daily,expert,Pune,Maharashtra,"Srinivas, Srinivasan and Bhandari"
Painter,Daily,expert,Bangalore Urban,Karnataka,Kota Inc
Painter,Daily,expert,Bengaluru,Karnataka,Sabharwal-Singhal
Painter,Daily,expert,Gurugram,Haryana,Dhar-Chakraborty
Brick Layer,Daily,expert,Bengaluru,Karnataka,Madan Ltd
Painter,Daily,novice,Bengaluru,Karnataka,"Swamy, Goyal and Kala"
Brick Layer,Daily,expert,Bengaluru,Karnataka,"Acharya, Mallick and Date"
Brick Layer,Daily,expert,Chennai,Tamil Nadu,"Ramesh, Buch and Bera"
Labourer,Daily,novice,Bengaluru,Karnataka,"Chatterjee, Chauhan and Bhagat"
Painter,Daily,novice,Bengaluru,Karnataka,Balakrishnan LLC
Painter,Daily,beginner,Bengaluru,Karnataka,Wagle Group
Brick Layer,Daily,beginner,Bengaluru,Karnataka,"Singhal, Ganesan and Tak"
Painter,Daily,novice,Pune,Maharashtra,Contractor-Sane
Painter,Bi-Weekly,novice,Greater Bengaluru Area,Karnataka,Biswas Inc
Painter,Daily,expert,Indore,Madhya Pradesh,Bhatti-Balan
Painter,Daily,expert,Pune,Maharashtra,Ranganathan-Din
Brick Layer,Daily,expert,Bengaluru,Karnataka,"Bhasin, Goel and Bahl"
Painter,Daily,novice,Bengaluru,Karnataka,Dani-Iyengar
Brick Layer,Daily,expert,Chennai,Tamil Nadu,Trivedi-Arya
Painter,Daily,expert,Bengaluru,Karnataka,Dugal-Venkatesh
Labourer,Bi-Weekly,expert,Bengaluru,Karnataka,Sachdev Group
Painter,Daily,expert,Bengaluru,Karnataka,Suri-Kothari
Labourer,Daily,beginner,Noida,Uttar Pradesh,"Baria, Varughese and Batra"
Brick Layer,Daily,expert,Noida,Uttar Pradesh,Wason-Talwar
Brick Layer,Bi-Weekly,beginner,Bengaluru,Karnataka,"Sahni, Tank and Rana"
Brick Layer,Daily,beginner,Mumbai,Maharashtra,Shetty Group
Brick Layer,Daily,expert,Hyderabad,Telangana,"Chhabra, Mahal and Bhavsar"
Brick Layer,Daily,expert,Gurgaon,Haryana,Deol-Shah
Brick Layer,Daily,expert,Gurugram,Haryana,Warrior and Sons
Brick Layer,Daily,beginner,Bengaluru,Karnataka,Choudhury Group
Brick Layer,Daily,expert,Delhi,Delhi,"Luthra, Rajagopalan and Korpal"
Brick Layer,Daily,expert,Bangalore Urban,Karnataka,Ganesh Group
Brick Layer,Daily,novice,Bengaluru,Karnataka,Master LLC
Brick Layer,Daily,expert,Hyderabad,Telangana,Lata Inc
Brick Layer,Daily,expert,Gurugram,Haryana,Vohra-Ramaswamy
Brick Layer,Daily,expert,Bengaluru,Karnataka,"Borah, Sem and Krishnan"
Brick Layer,Daily,expert,Mumbai,Maharashtra,Sibal Inc
Brick Layer,Daily,beginner,Mumbai,Maharashtra,"Chada, Rastogi and Bhatnagar"
Brick Layer,Daily,beginner,Bengaluru,Karnataka,Sarma Group
Brick Layer,Daily,expert,Bengaluru,Karnataka,Manda Group
Brick Layer,Daily,expert,Mumbai,Maharashtra,Dave-Chana
Brick Layer,Daily,expert,Pune,Maharashtra,Biswas-Kata
Brick Layer,Daily,beginner,Sahibzada Ajit Singh Nagar,Punjab,"Khare, Atwal and Char"
Brick Layer,Daily,beginner,Greater Hyderabad Area,Telangana,Chakraborty-Kannan
Brick Layer,Daily,expert,Mumbai,Maharashtra,Ramesh Inc
Brick Layer,Daily,expert,Greater Bengaluru Area,Karnataka,"Wali, Ravi and Johal"
Brick Layer,Daily,expert,Coimbatore,Tamil Nadu,Kaur LLC
Brick Layer,Daily,expert,Bengaluru,Karnataka,Kaul LLC
Brick Layer,Daily,expert,Pune,Maharashtra,Bhandari-Dua
Brick Layer,Daily,expert,Mumbai,Maharashtra,"Sunder, Barad and Talwar"
Brick Layer,Daily,expert,Mumbai,Maharashtra,"Johal, Bhatnagar and Varma"
Brick Layer,Daily,beginner,Hyderabad,Telangana,"Sridhar, Johal and Vaidya"
Painter,Daily,expert,Bengaluru,Karnataka,"Doctor, Kapoor and Mallick"
Brick Layer,Daily,beginner,Navi Mumbai,Maharashtra,Swamy-Som
Brick Layer,Daily,beginner,Sahibzada Ajit Singh Nagar,Punjab,Iyer and Sons
Painter,Daily,expert,Hyderabad,Telangana,"Lall, Basu and Ben"
Brick Layer,Daily,expert,Noida,Uttar Pradesh,Sankar Inc
Brick Layer,Daily,expert,Bengaluru,Karnataka,Ratta Inc
Brick Layer,Daily,expert,Pune,Maharashtra,"Sehgal, Bajwa and Hari"
Brick Layer,Daily,beginner,Kochi,Kerala,Divan Ltd
Painter,Daily,expert,Bengaluru,Karnataka,Badal and Sons
Brick Layer,Daily,beginner,Bengaluru,Karnataka,Mallick Inc
Painter,Daily,beginner,New Delhi,Delhi,Bajaj-Roy
Brick Layer,Daily,expert,Bengaluru,Karnataka,Viswanathan-Loke
Brick Layer,Daily,expert,Bengaluru,Karnataka,"Golla, Dyal and Dave"
Painter,Daily,expert,Pune,Maharashtra,Ratti-Sidhu
Brick Layer,Daily,expert,Gurugram,Haryana,"Deol, Dara and Arya"
Brick Layer,Daily,expert,Chennai,Tamil Nadu,"Chad, Edwin and Dua"
Brick Layer,Daily,beginner,Mumbai,Maharashtra,De PLC
Labourer,Daily,beginner,Noida,Uttar Pradesh,Randhawa-Chad
Painter,Bi-Weekly,expert,Bengaluru,Karnataka,Devan-Suresh
Painter,Daily,expert,Chennai,Tamil Nadu,"Sarraf, Krishna and Ganesh"
Painter,Daily,expert,Pune,Maharashtra,Luthra Inc
Painter,Daily,novice,Bengaluru,Karnataka,Balan LLC
Painter,Daily,beginner,Greater Delhi Area,Delhi,Datta Ltd
Painter,Daily,beginner,New Delhi,Delhi,"Grewal, Atwal and Dutt"
Labourer,Daily,beginner,Noida,Uttar Pradesh,Chadha LLC
Brick Layer,Daily,beginner,Mumbai,Maharashtra,Bajwa Ltd
Labourer,Daily,expert,Pune,Maharashtra,Jayaraman Inc
Painter,Daily,expert,Bengaluru,Karnataka,Ram Ltd
Brick Layer,Daily,expert,Bengaluru,Karnataka,"Dewan, Bhatia and Malhotra"
Labourer,Bi-Weekly,expert,Bengaluru,Karnataka,Sant-Mallick
Painter,Daily,expert,Bengaluru,Karnataka,Divan-Krishna
Brick Layer,Daily,beginner,Bengaluru,Karnataka,Bedi and Sons
Painter,Daily,novice,Noida,Uttar Pradesh,Sampath LLC
Painter,Daily,beginner,Bengaluru,Karnataka,"Chawla, Sundaram and Viswanathan"
Painter,Daily,beginner,Bengaluru,Karnataka,"Sur, Kade and Viswanathan"
Painter,Daily,expert,Mumbai,Maharashtra,Vora-Balan
Painter,Daily,beginner,Bengaluru,Karnataka,"Contractor, Anand and Shroff"
Painter,Daily,expert,Mumbai,Maharashtra,Bali Group
Painter,Bi-Weekly,expert,Bengaluru,Karnataka,Goyal and Sons
Painter,Daily,beginner,Bengaluru,Karnataka,Kibe LLC
Painter,Daily,beginner,Noida,Uttar Pradesh,Dugar Ltd
Painter,Daily,beginner,Bengaluru,Karnataka,Kibe Ltd
Painter,Bi-Weekly,expert,Bengaluru,Karnataka,Salvi Group
Painter,Daily,beginner,Chennai,Tamil Nadu,"Jhaveri, Chopra and Kota"
Labourer,Daily,beginner,Mumbai,Maharashtra,"Bhattacharyya, Sankar and Gour"
Brick Layer,Monthly,beginner,Bengaluru,Karnataka,"Ramaswamy, Atwal and Aurora"
Painter,Daily,beginner,Chennai,Tamil Nadu,Shanker-Sidhu
Painter,Daily,expert,Bangalore Urban,Karnataka,Kurian Inc
Painter,Daily,beginner,Mumbai,Maharashtra,Gopal-Swamy
Painter,Daily,beginner,Bengaluru,Karnataka,Yohannan Inc
Painter,Daily,beginner,Bengaluru,Karnataka,Swaminathan LLC
Painter,Daily,expert,Mumbai,Maharashtra,"Ray, Kanda and Kata"
Painter,Daily,beginner,Jaipur,Rajasthan,Sankaran-Sachar
Painter,Daily,expert,Bangalore Urban,Karnataka,Loke-Mahajan
Painter,Bi-Weekly,beginner,Bengaluru,Karnataka,Dugal Group
Painter,Bi-Weekly,beginner,Hyderabad,Telangana,Dube-Ramachandran
Painter,Daily,expert,Hyderabad,Telangana,"Solanki, Kaur and Ahuja"
Painter,Daily,expert,Gurugram,Haryana,Bhagat and Sons
Painter,Daily,beginner,Noida,Uttar Pradesh,"Sundaram, Ganesan and Loke"
Painter,Daily,beginner,Bengaluru,Karnataka,Bhalla Inc
Painter,Daily,expert,Bangalore Urban,Karnataka,Shanker Inc
Painter,Daily,beginner,Coimbatore,Tamil Nadu,Mammen-Chauhan
Painter,Daily,expert,Mumbai,Maharashtra,Bahl-Sharma
Painter,Daily,expert,Hyderabad,Telangana,Ganesan LLC
Painter,Daily,expert,Hyderabad,Telangana,Kapur-Kanda
Painter,Daily,expert,Hyderabad,Telangana,Rastogi-Shukla
Painter,Daily,beginner,Gurugram,Haryana,"Talwar, Deshpande and Bajaj"
Painter,Daily,beginner,Nagpur,Maharashtra,Wadhwa-Wali
Painter,Daily,expert,Bengaluru,Karnataka,Bandi Group
Painter,Daily,beginner,Bengaluru,Karnataka,Butala-Lata
Painter,Daily,expert,Bengaluru,Karnataka,"Bali, Chahal and Thakur"
Painter,Daily,beginner,Bengaluru,Karnataka,Khare-Kumar
Painter,Daily,beginner,Hyderabad,Telangana,"Basu, Dugar and Goda"
Painter,Daily,beginner,Bengaluru,Karnataka,Mammen-Bhardwaj
Painter,Daily,expert,Bengaluru,Karnataka,Chatterjee-Khare
Painter,Daily,beginner,Hyderabad,Telangana,Bora Group
Painter,Daily,novice,Hyderabad,Telangana,"Thakkar, Lal and Shetty"
Painter,Daily,beginner,Gurugram,Haryana,"Bir, Gaba and Ratta"
Painter,Bi-Weekly,beginner,Bengaluru,Karnataka,Dara PLC
Painter,Bi-Weekly,beginner,Bengaluru,Karnataka,Kalla LLC
Painter,Daily,beginner,Pune,Maharashtra,Kunda-Hayer
Painter,Daily,expert,Bengaluru,Karnataka,"Sagar, Ramesh and Goswami"
Painter,Daily,novice,Hyderabad,Telangana,Dutta-Kalita
Painter,Daily,beginner,Bengaluru,Karnataka,"Sant, Das and Baria"
Painter,Daily,beginner,Chennai,Tamil Nadu,Krish-Barad
Painter,Daily,beginner,Kochi,Kerala,"Kibe, Chauhan and Thaman"
Painter,Daily,expert,Hyderabad,Telangana,Jhaveri-Dutt
Painter,Daily,beginner,Chandigarh,Chandigarh,Chowdhury-Bedi
Painter,Daily,beginner,Chennai,Tamil Nadu,Sarna Ltd
Painter,Daily,beginner,Chennai,Tamil Nadu,"Biswas, Chatterjee and Das"
Painter,Daily,expert,Hyderabad,Telangana,Das and Sons
Painter,Daily,beginner,Ahmedabad,Gujarat,"Dua, Walla and Vohra"
Painter,Monthly,beginner,Hyderabad,Telangana,Virk PLC
Painter,Daily,expert,Chennai,Tamil Nadu,"Barad, Desai and Raval"
Painter,Daily,novice,Hyderabad,Telangana,Trivedi-Rajan
Painter,Daily,expert,Bengaluru,Karnataka,Kota Ltd
Painter,Bi-Weekly,expert,Hyderabad,Telangana,Thakkar LLC
Painter,Daily,beginner,Bengaluru,Karnataka,Chokshi-Shere
Painter,Daily,beginner,Bengaluru,Karnataka,Chana PLC
Painter,Bi-Weekly,beginner,Bengaluru,Karnataka,Sami-Bali
Brick Layer,Daily,beginner,Jaipur,Rajasthan,Bala and Sons
Painter,Daily,beginner,Pune,Maharashtra,Dey and Sons
Painter,Daily,expert,Noida,Uttar Pradesh,Rau-Walla
Painter,Daily,beginner,Bengaluru,Karnataka,"Suresh, Shukla and Kashyap"
Painter,Daily,expert,Bengaluru,Karnataka,Chopra Ltd
Painter,Daily,beginner,Bangalore Urban district,Karnataka,Sunder LLC
Painter,Daily,beginner,Hyderabad,Telangana,"Lanka, Sathe and Bora"
Painter,Daily,beginner,Bengaluru,Karnataka,Sehgal-Sandhu
Painter,Daily,expert,Bengaluru,Karnataka,Keer Group
Painter,Daily,novice,Chennai,Tamil Nadu,Dhar and Sons
Painter,Daily,expert,Bangalore Urban,Karnataka,"Salvi, Chada and Goda"
Painter,Daily,expert,Gurugram,Haryana,Agate PLC
Painter,Daily,expert,Chennai,Tamil Nadu,De-Sahota
Painter,Daily,beginner,Ahmedabad,Gujarat,"Dara, Chandra and Buch"
Painter,Daily,beginner,Bengaluru,Karnataka,Sule-Sekhon
Painter,Daily,novice,Bengaluru,Karnataka,"Varma, Mander and Dara"
Painter,Daily,expert,Hyderabad,Telangana,Kalita and Sons
Painter,Daily,beginner,Ahmedabad,Gujarat,"Johal, Contractor and Banik"
Brick Layer,Daily,expert,Noida,Uttar Pradesh,Dua PLC
Painter,Daily,beginner,Pune,Maharashtra,Wali LLC
Brick Layer,Daily,beginner,Sahibzada Ajit Singh Nagar,Punjab,Chanda Group
Painter,Daily,expert,Kochi,Kerala,Chaudhari-Dugar
Painter,Daily,beginner,Noida,Uttar Pradesh,Sundaram Ltd
Painter,Daily,expert,Bengaluru,Karnataka,"Dhawan, Comar and Anne"
Painter,Daily,beginner,Ahmedabad,Gujarat,Bandi Inc
Painter,Daily,beginner,Bengaluru,Karnataka,Sura Inc
Painter,Daily,beginner,Hyderabad,Telangana,Virk LLC
Painter,Daily,beginner,Chennai,Tamil Nadu,"Bobal, Chandran and Sinha"
Painter,Daily,expert,Bengaluru,Karnataka,Khatri Inc
Painter,Daily,expert,Pune,Maharashtra,Mann LLC
Painter,Daily,beginner,Bengaluru,Karnataka,Seshadri-Savant
Painter,Daily,beginner,Mumbai,Maharashtra,"Sha, Rajagopalan and Deshpande"
Painter,Daily,expert,Pune,Maharashtra,"Issac, Ghosh and Batra"
Painter,Daily,beginner,Bengaluru,Karnataka,Varty and Sons
Painter,Daily,beginner,Bengaluru,Karnataka,"Kuruvilla, Sharma and Sidhu"
Painter,Daily,expert,Noida,Uttar Pradesh,"Soman, Ahuja and Wable"
Painter,Daily,beginner,Ahmedabad,Gujarat,Dua Group
Painter,Daily,beginner,Bengaluru,Karnataka,Mani-Sandhu
Painter,Daily,beginner,Bengaluru,Karnataka,Gara-Chand
Painter,Bi-Weekly,beginner,Bengaluru,Karnataka,Taneja LLC
Painter,Daily,beginner,Hyderabad,Telangana,Dara-Bansal
Painter,Daily,beginner,Bengaluru,Karnataka,Dasgupta Inc
Painter,Daily,beginner,Pune,Maharashtra,Tak-Dhar
Painter,Daily,expert,Bengaluru,Karnataka,Barad-Chadha
Painter,Daily,beginner,Chennai,Tamil Nadu,"Das, Bobal and Hayre"
Painter,Daily,beginner,Bengaluru,Karnataka,"Sinha, Goyal and Sen"
